taxon_name,eco_group,family_level
cf. Galeopsis,INUN,Lamiaceae
cf. Gentiana,HERB,Gentianaceae
cf. Hamamelidaceae,INUN,Hamamelidaceae
cf. Heracleum sphondylium,HERB,Apiaceae
cf. Humulus,INUN,Cannabaceae
cf. Humulus lupulus,HERB,Cannabaceae
cf. Humulus lupulus,INUN,Cannabaceae
cf. Iris,INUN,Iridaceae
cf. Juniperus,INUN,delete
cf. Larix-type,INUN,delete
cf. Liliaceae,INUN,Liliaceae
cf. Limosella aquatica,INUN,delete
cf. Littorella,INUN,Plantaginaceae
cf. Lonicera,INUN,Caprifoliaceae
cf. Lychnis flos-cuculi,HERB,Caryophyllaceae
cf. Malvaceae,INUN,Malvaceae
cf. Melilotus,INUN,Fabaceae
cf. Moss spore,NA,delete
cf. Myricaria,INUN,Tamaricaceae
cf. Olea,INUN,Oleaceae
cf. Orchidaceae,INUN,Orchidaceae
cf. Papaver radicatum,INUN,Papaveraceae
cf. Papaveraceae,INUN,Papaveraceae
cf. Pedicularis,INUN,Orobanchaceae
cf. Orobanchaceae,INUN,Orobanchaceae
cf. Polypodiaceae,NA,delete
cf. Potentilla palustris,INUN,Rosaceae
cf. Primula,INUN,Primulaceae
cf. Pyrus,INUN,Rosaceae
cf. Reseda lutea-type,INUN,Resedaceae
cf. Restionaceae,INUN,Restionaceae
cf. Rubus arcticus,TRSH,Rosaceae
cf. Saxifraga stellaris,INUN,Saxifragaceae
cf. Sedum,INUN,Crassulaceae
cf. Sedum-type,INUN,Crassulaceae
cf. Silene alba,INUN,Caryophyllaceae
cf. Sorbus,INUN,Rosaceae
cf. Sorbus acuparia,TRSH,Rosaceae
cf. Sorbus aucuparia,TRSH,Rosaceae
cf. Sorbus aucuparia,INUN,Rosaceae
cf. Sporidesmium,FUNG,delete
cf. Stellaria,INUN,Caryophyllaceae
cf. Succisa,INUN,Caprifoliaceae
cf. Tamus,INUN,Dioscoreaceae
cf. Taraxacum,INUN,Asteraceae
"cf. Type 1024_Conidia, Brachysporium",FUNG,delete
cf. Type 77B,FUNG,delete
cf. Ustulina deusta,FUNG,delete
cf. Valeriana,INUN,Caprifoliaceae
cf. Verbascum,INUN,Scrophulariaceae
cf. Viscum,INUN,Santalaceae
cf. Vitis,INUN,Vitaceae
cf. Xanthium-type,INUN,Asteraceae
cf. Ziziphus,INUN,Rhamnaceae
cf. Zygnema-type,NA,delete
"charcoal <0,025mm",CHAR,delete
"charcoal >0,025mm",CHAR,delete
"charcoal >0,100mm",CHAR,delete
charred material <100 µm,NOPO,delete
charred material >100 µm,NOPO,delete
"concentration (F.P.A., grains/gram)",NOPO,delete
concentration of Lycopodium,NOPO,delete
counted Exotic marker,NOPO,delete
deciduous Quercus,TRSH,Fagaceae
evergreen Quercus,TRSH,Fagaceae
examined volume (Vg),NOPO,delete
examined volume (Vg) (ml),NOPO,delete
exot added,NOPO,delete
exot counted,NOPO,delete
exotic per tablet,NOPO,delete
foraminiferal linings,INVE,delete
idioblasty Nymphaea,VEMI,delete
indef._pollen,INUN,delete
indet,INUN,delete
indet.,INUN,delete
indet. Pollen,INUN,delete
indiff,INUN,delete
mandibola di chironomide,INVE,delete
number of exotic tablets,NOPO,delete
other deciduous Quercus,TRSH,delete
other herbs,INUN,delete
other spores,SPOR,delete
pollen s vypuklymi porami,INUN,delete
quantity of Lycopodium added,NOPO,delete
ricales,DWAR,delete
sample volume (Vp),NOPO,delete
sample volume (Vp) (ml),NOPO,delete
sample weight (Pp),NOPO,delete
sample weight (Pp) (grams),NOPO,delete
scalariform perforation plate,INUN,delete
sediment volume (cm^3),NOPO,delete
spore-monolete,VACR,delete
spore-trilete,VACR,delete
sum basic pollen,NA,delete
sum broadleaved shrubs,NA,delete
sum broadleaved trees,NA,delete
"sum dwarf shrubs, herbs and graminoids",NA,delete
sum indetermined pollen,NA,delete
sum non-pollen-palynomorphs,NA,delete
sum pteridophyta,NA,delete
sum total,INUN,delete
sum trees and shrubs,NA,delete
surface area,NOPO,delete
t. 119,UNPP,delete
t. 13,FUNG,delete
t. 731,UNPP,delete
t. 74,UNPP,delete
t. CRATAEGUS,TRSH,delete
t.HELIANTHEMUM,HERB,delete
t.PLATANUS,TRSH,delete
t.PRUNUS,TRSH,delete
trilete,VACR,delete
trilete psilate Sporen,VACR,delete
unidentified,INUN,delete
unknown,INUN,delete
varia,INUN,delete
volume [cm³],NOPO,delete
volume of sample,NOPO,delete
